Fecha;Banco;Cuenta;Moneda;Monto;TipoMovimiento
8/7/24;Banco Macro;Cuenta Corriente 123;EUR;2054,53;Ingreso
22/7/24;Banco Macro;Cuenta Corriente 123;ARS;-2085,04;Egreso
13/10/24;Banco Nacion;Cuenta Corriente 123;ARS;975,33;Ingreso
22/11/24;Banco Macro;Caja de Ahorro 456;USD;-943,58;Egreso
9/2/24;Banco BBVA;Cuenta Corriente 123;USD;-320,64;Egreso
15/12/24;Banco Macro;Caja de Ahorro 001;USD;4273,74;Ingreso
4/5/24;Banco BBVA;Caja de Ahorro 001;ARS;798,85;Ingreso
28/7/24;Banco Naci—n;Cuenta Corriente 789;ARS;-2071,54;Egreso
6/4/24;Banco BBVA;Caja de Ahorro 001;ARS;582,2;Ingreso
17/11/24;Banco Santander;Caja de Ahorro 001;ARS;-1273,09;Egreso
9/4/24;Banco de Galicia;Caja de Ahorro 456;ARS;1441,5;Ingreso
15/5/24;Banco Nacion;Cuenta Corriente 123;USD;2020,35;Ingreso
27/4/24;Banco Naci—n;Cuenta Corriente 789;USD;4634,95;Ingreso
22/10/24;Banco Santander;Cuenta Corriente 123;EUR;1659,86;Ingreso
14/1/24;Banco Santander;Cuenta Corriente 123;ARS;-1428,58;Egreso
5/11/24;Banco Santander;Cuenta Corriente 123;USD;-1483,74;Egreso
18/3/24;Banco BBVA;Caja de Ahorro 456;ARS;-918,04;Egreso
17/4/24;Banco Santander;Cuenta Corriente 123;EUR;-1521,66;Egreso
16/5/24;Banco BBVA;Cuenta Corriente 123;ARS;1400,02;Ingreso
12/8/24;Banco Santander;Caja de Ahorro 456;USD;-2466,91;Egreso
15/1/24;Banco Santander;Caja de Ahorro 456;USD;347,74;Ingreso
3/2/24;Banco Macro;Cuenta Corriente 789;ARS;-1551,31;Egreso
24/1/24;Banco Galicia;Caja de Ahorro 456;EUR;4337,72;Ingreso
1/10/24;Banco Santander;Caja de Ahorro 001;USD;817,89;Ingreso
12/6/24;Banco Santander;Caja de Ahorro 001;ARS;475,03;Ingreso
29/10/24;Banco Macro;Cuenta Corriente 789;USD;1856,99;Ingreso
24/9/24;Banco Naci—n;Cuenta Corriente 789;EUR;1958,03;Ingreso
10/1/24;Banco Santander;Caja de Ahorro 456;ARS;-1501,67;Egreso
23/11/24;Banco Naci—n;Caja de Ahorro 456;USD;1240,1;Ingreso
9/7/24;Banco Macro;Cuenta Corriente 789;USD;1094,73;Ingreso
26/12/24;Banco Macro;Cuenta Corriente 789;USD;2017,93;Ingreso
16/3/24;Banco Galicia;Cuenta Corriente 789;EUR;-2174,03;Egreso
19/1/24;Banco Naci—n;Cuenta Corriente 789;ARS;3010,23;Ingreso
1/4/24;Banco Santander;Caja de Ahorro 001;EUR;-1491;Egreso
7/8/24;Banco Nacion;Cuenta Corriente 123;USD;-1675,12;Egreso
31/10/24;Banco Santander;Cuenta Corriente 789;USD;-1931,89;Egreso
23/2/24;Banco Naci—n;Caja de Ahorro 456;EUR;-553,87;Egreso
16/4/24;Banco Santander;Cuenta Corriente 789;USD;-1995,2;Egreso
3/12/24;Banco de Galicia;Cuenta Corriente 789;ARS;-485,21;Egreso
27/8/24;Banco BBVA;Cuenta Corriente 123;EUR;630,58;Ingreso
9/5/24;Banco Santander;Caja de Ahorro 456;USD;-2109,12;Egreso
1/12/24;Banco Santander;Cuenta Corriente 789;USD;-2082,31;Egreso
25/12/24;Banco Macro;Caja de Ahorro 001;EUR;1360,57;Ingreso
13/3/24;Banco Macro;Cuenta Corriente 789;ARS;-1351,11;Egreso
26/9/24;Banco Santander;Caja de Ahorro 456;ARS;4238,36;Ingreso
24/10/24;Banco Naci—n;Caja de Ahorro 001;USD;1169,99;Ingreso
27/11/24;Banco Santander;Cuenta Corriente 123;ARS;4793,72;Ingreso
11/9/24;Banco Santander;Caja de Ahorro 456;ARS;382,15;Ingreso
15/8/24;Banco Macro;Caja de Ahorro 456;ARS;-1765,66;Egreso
22/9/24;Banco BBVA;Cuenta Corriente 789;EUR;-1327,59;Egreso
19/9/24;Banco Santander;Cuenta Corriente 789;ARS;-1509,03;Egreso
13/2/24;Banco de Galicia;Cuenta Corriente 789;ARS;-569,09;Egreso
18/7/24;Banco de Galicia;Cuenta Corriente 789;USD;-1643,63;Egreso
25/11/24;Banco Macro;Caja de Ahorro 001;EUR;-1274,54;Egreso
8/5/24;Banco Santander;Cuenta Corriente 123;USD;-698,02;Egreso
16/5/24;Banco Macro;Caja de Ahorro 001;EUR;3538,99;Ingreso
6/7/24;Banco BBVA;Cuenta Corriente 789;USD;4132,1;Ingreso
18/1/24;Banco Santander;Caja de Ahorro 456;ARS;-2198,61;Egreso
7/2/24;Banco Macro;Caja de Ahorro 001;ARS;2761,64;Ingreso
1/4/24;Banco Macro;Caja de Ahorro 001;ARS;-841,35;Egreso
29/7/24;Banco BBVA;Cuenta Corriente 789;EUR;-276,32;Egreso
30/10/24;Banco Macro;Cuenta Corriente 123;EUR;3829,73;Ingreso
9/12/24;Banco Santander;Cuenta Corriente 789;USD;-1710,61;Egreso
8/5/24;Banco Galicia;Cuenta Corriente 789;EUR;3944,71;Ingreso
21/12/24;Banco de Galicia;Caja de Ahorro 001;USD;151,38;Ingreso
17/4/24;Banco de Galicia;Cuenta Corriente 123;ARS;-1681,54;Egreso
31/7/24;Banco de Galicia;Cuenta Corriente 123;ARS;-1519,51;Egreso
28/5/24;Banco Santander;Cuenta Corriente 789;ARS;-1346,81;Egreso
17/10/24;Banco Santander;Caja de Ahorro 456;USD;2552,47;Ingreso
12/2/24;Banco Naci—n;Cuenta Corriente 789;EUR;2868,07;Ingreso
23/4/24;Banco Macro;Caja de Ahorro 456;EUR;-478,29;Egreso
3/3/24;Banco Macro;Cuenta Corriente 123;USD;-776,65;Egreso
3/7/24;Banco Macro;Caja de Ahorro 456;EUR;966,95;Ingreso
28/7/24;Banco BBVA;Cuenta Corriente 789;ARS;2752,2;Ingreso
5/6/24;Banco BBVA;Cuenta Corriente 789;EUR;-1752,99;Egreso
30/11/24;Banco Naci—n;Caja de Ahorro 456;EUR;-547,72;Egreso
21/1/24;Banco Santander;Cuenta Corriente 789;USD;4274,17;Ingreso
26/1/24;Banco BBVA;Cuenta Corriente 123;EUR;-64,45;Egreso
23/7/24;Banco de Galicia;Cuenta Corriente 123;USD;-1434,37;Egreso
6/7/24;Banco Macro;Caja de Ahorro 456;USD;-610,18;Egreso
17/6/24;Banco Santander;Caja de Ahorro 456;USD;959,4;Ingreso
27/7/24;Banco BBVA;Cuenta Corriente 123;ARS;301,07;Ingreso
15/12/24;Banco Macro;Cuenta Corriente 789;EUR;4797,97;Ingreso
16/4/24;Banco Naci—n;Caja de Ahorro 001;USD;-2439,5;Egreso
27/12/24;Banco Macro;Caja de Ahorro 456;USD;-675,62;Egreso
28/1/24;Banco Macro;Caja de Ahorro 456;USD;2560,62;Ingreso
16/12/24;Banco Santander;Caja de Ahorro 001;USD;484,44;Ingreso
21/4/24;Banco BBVA;Caja de Ahorro 456;ARS;2725,93;Ingreso
16/5/24;Banco Macro;Cuenta Corriente 123;ARS;2223,95;Ingreso
6/6/24;Banco Naci—n;Cuenta Corriente 789;USD;-63,76;Egreso
30/4/24;Banco de Galicia;Caja de Ahorro 456;USD;3311,29;Ingreso
4/1/24;Banco de Galicia;Cuenta Corriente 789;USD;3500,75;Ingreso
28/12/24;Banco Santander;Cuenta Corriente 789;EUR;-168,85;Egreso
13/7/24;Banco Santander;Cuenta Corriente 789;USD;158,79;Ingreso
6/9/24;Banco Naci—n;Caja de Ahorro 456;EUR;1290,83;Ingreso
8/7/24;Banco Santander;Cuenta Corriente 123;USD;4995,79;Ingreso
8/8/24;Banco Macro;Cuenta Corriente 789;ARS;-285,14;Egreso
28/6/24;Banco BBVA;Cuenta Corriente 123;USD;-1613,25;Egreso
4/1/24;Banco Naci—n;Caja de Ahorro 456;EUR;3527,26;Ingreso
3/12/24;Banco Macro;Cuenta Corriente 789;ARS;1429,75;Ingreso
15/1/24;Banco Macro;Caja de Ahorro 456;ARS;-1452,03;Egreso
4/5/24;Banco Naci—n;Caja de Ahorro 456;EUR;1234,69;Ingreso
23/6/24;Banco Santander;Cuenta Corriente 123;EUR;696,35;Ingreso
22/2/24;Banco BBVA;Cuenta Corriente 789;ARS;-1044,19;Egreso
25/7/24;Banco Santander;Caja de Ahorro 456;ARS;3768,18;Ingreso
14/11/24;Banco Macro;Caja de Ahorro 456;ARS;4770,15;Ingreso
28/8/24;Banco de Galicia;Caja de Ahorro 001;ARS;-484,18;Egreso
18/11/24;Banco BBVA;Cuenta Corriente 123;ARS;525,72;Ingreso
3/10/24;Banco Macro;Caja de Ahorro 001;EUR;3949,81;Ingreso
15/1/24;Banco Santander;Caja de Ahorro 001;EUR;241,85;Ingreso
17/4/24;Banco Macro;Caja de Ahorro 456;EUR;3710,9;Ingreso
10/11/24;Banco Naci—n;Cuenta Corriente 789;ARS;998,33;Ingreso
22/10/24;Banco Galicia;Caja de Ahorro 456;EUR;-1515,75;Egreso
25/12/24;Banco Macro;Cuenta Corriente 123;ARS;594,14;Ingreso
20/2/24;Banco Naci—n;Caja de Ahorro 456;ARS;1430,34;Ingreso
16/4/24;Banco BBVA;Caja de Ahorro 456;ARS;-769,96;Egreso
28/4/24;Banco Naci—n;Caja de Ahorro 456;USD;1586,71;Ingreso
25/3/24;Banco de Galicia;Caja de Ahorro 001;ARS;-544,63;Egreso
6/5/24;Banco Nacion;Cuenta Corriente 123;USD;-2447,47;Egreso
28/2/24;Banco Macro;Cuenta Corriente 789;ARS;2086,99;Ingreso
16/9/24;Banco Galicia;Cuenta Corriente 123;EUR;207,46;Ingreso
26/10/24;Banco BBVA;Caja de Ahorro 456;USD;-1559,06;Egreso
12/12/24;Banco Macro;Caja de Ahorro 001;USD;4748,28;Ingreso
15/12/24;Banco BBVA;Caja de Ahorro 456;USD;1047,54;Ingreso
11/3/24;Banco Macro;Caja de Ahorro 001;ARS;-179,49;Egreso
4/12/24;Banco de Galicia;Cuenta Corriente 123;USD;772,36;Ingreso
31/1/24;Banco BBVA;Caja de Ahorro 456;USD;622,26;Ingreso
8/10/24;Banco Macro;Caja de Ahorro 456;USD;-841,59;Egreso
11/1/24;Banco Galicia;Cuenta Corriente 789;EUR;-1782,6;Egreso
7/8/24;Banco Macro;Cuenta Corriente 123;USD;1753,9;Ingreso
5/6/24;Banco Santander;Cuenta Corriente 789;USD;-2104,69;Egreso
4/2/24;Banco Naci—n;Caja de Ahorro 001;USD;1017,05;Ingreso
20/10/24;Banco Galicia;Caja de Ahorro 456;EUR;-1692,3;Egreso
27/10/24;Banco Macro;Cuenta Corriente 789;ARS;4295,87;Ingreso
25/1/24;Banco BBVA;Caja de Ahorro 001;EUR;143,14;Ingreso
23/3/24;Banco Naci—n;Caja de Ahorro 456;ARS;1544,67;Ingreso
11/5/24;Banco Nacion;Cuenta Corriente 123;USD;3022,02;Ingreso
22/4/24;Banco Macro;Cuenta Corriente 123;ARS;-1616,02;Egreso
17/8/24;Banco Santander;Cuenta Corriente 789;ARS;-690,15;Egreso
3/11/24;Banco BBVA;Caja de Ahorro 456;USD;-1464,73;Egreso
8/10/24;Banco Santander;Cuenta Corriente 789;EUR;3906,91;Ingreso
9/10/24;Banco Macro;Caja de Ahorro 456;USD;-1661,96;Egreso
5/9/24;Banco Naci—n;Caja de Ahorro 456;ARS;3690,75;Ingreso
15/10/24;Banco Naci—n;Caja de Ahorro 001;USD;-1703,63;Egreso
15/2/24;Banco de Galicia;Caja de Ahorro 456;ARS;-114,19;Egreso
25/10/24;Banco Macro;Cuenta Corriente 123;EUR;4593,48;Ingreso
12/7/24;Banco Santander;Caja de Ahorro 001;EUR;618,58;Ingreso
29/9/24;Banco Naci—n;Caja de Ahorro 456;ARS;-860,58;Egreso
10/10/24;Banco Macro;Caja de Ahorro 456;ARS;-1530,33;Egreso
29/3/24;Banco Santander;Cuenta Corriente 789;EUR;-680,09;Egreso
7/6/24;Banco Naci—n;Caja de Ahorro 001;EUR;4256,33;Ingreso
9/2/24;Banco Nacion;Cuenta Corriente 123;USD;-1250,73;Egreso
9/1/24;Banco Santander;Cuenta Corriente 123;ARS;-1456,02;Egreso
29/4/24;Banco Macro;Cuenta Corriente 123;ARS;-2054,73;Egreso
9/5/24;Banco Naci—n;Caja de Ahorro 456;EUR;4591,66;Ingreso
12/9/24;Banco Santander;Cuenta Corriente 123;USD;-413,68;Egreso
26/1/24;Banco Macro;Caja de Ahorro 456;USD;1968,93;Ingreso
9/3/24;Banco Naci—n;Cuenta Corriente 789;EUR;-329,22;Egreso
2/1/24;Banco Macro;Caja de Ahorro 456;EUR;721,75;Ingreso
21/5/24;Banco BBVA;Cuenta Corriente 789;USD;-1838,44;Egreso
26/11/24;Banco de Galicia;Caja de Ahorro 456;USD;-345,7;Egreso
28/12/24;Banco Naci—n;Caja de Ahorro 001;USD;1374,06;Ingreso
5/3/24;Banco Santander;Caja de Ahorro 456;USD;941,51;Ingreso
24/8/24;Banco Santander;Cuenta Corriente 789;EUR;778,76;Ingreso
31/7/24;Banco BBVA;Cuenta Corriente 123;ARS;-669,65;Egreso
9/12/24;Banco Santander;Cuenta Corriente 789;USD;3350,29;Ingreso
4/2/24;Banco Naci—n;Caja de Ahorro 001;USD;-693,98;Egreso
8/6/24;Banco Galicia;Caja de Ahorro 456;EUR;-139,99;Egreso
31/3/24;Banco Macro;Cuenta Corriente 789;EUR;-270,42;Egreso
1/12/24;Banco Galicia;Cuenta Corriente 789;EUR;-837,27;Egreso
12/7/24;Banco Santander;Caja de Ahorro 456;ARS;1009,32;Ingreso
14/7/24;Banco BBVA;Cuenta Corriente 789;USD;3559,52;Ingreso
2/2/24;Banco de Galicia;Caja de Ahorro 001;USD;1802,63;Ingreso
11/3/24;Banco BBVA;Cuenta Corriente 789;USD;-2358,89;Egreso
25/12/24;Banco Naci—n;Caja de Ahorro 456;USD;-1998,89;Egreso
13/4/24;Banco BBVA;Caja de Ahorro 001;ARS;-1276,71;Egreso
4/7/24;Banco Macro;Caja de Ahorro 001;EUR;-1388,63;Egreso
3/9/24;Banco Macro;Caja de Ahorro 001;EUR;4057,87;Ingreso
20/12/24;Banco Macro;Cuenta Corriente 789;EUR;1917,87;Ingreso
9/10/24;Banco Santander;Cuenta Corriente 123;USD;4442,04;Ingreso
28/11/24;Banco Naci—n;Cuenta Corriente 789;ARS;-698,7;Egreso
10/12/24;Banco Macro;Caja de Ahorro 001;EUR;262,16;Ingreso
10/4/24;Banco Macro;Caja de Ahorro 456;EUR;627,65;Ingreso
8/7/24;Banco Santander;Caja de Ahorro 456;USD;-1107,75;Egreso
19/4/24;Banco Naci—n;Cuenta Corriente 789;EUR;-182,6;Egreso
21/11/24;Banco BBVA;Caja de Ahorro 001;USD;-1276,23;Egreso
17/3/24;Banco Macro;Cuenta Corriente 123;ARS;-466,8;Egreso
6/3/24;Banco Santander;Caja de Ahorro 456;ARS;783,17;Ingreso
14/4/24;Banco Santander;Caja de Ahorro 001;ARS;-2296,36;Egreso
2/5/24;Banco BBVA;Caja de Ahorro 456;EUR;3585,89;Ingreso
19/8/24;Banco Santander;Cuenta Corriente 789;EUR;-2299,23;Egreso
3/9/24;Banco Santander;Caja de Ahorro 456;USD;3624,87;Ingreso
3/10/24;Banco de Galicia;Caja de Ahorro 456;ARS;4006,96;Ingreso
18/10/24;Banco Santander;Caja de Ahorro 456;EUR;2018,87;Ingreso
22/1/24;Banco de Galicia;Caja de Ahorro 001;ARS;4237,16;Ingreso
18/11/24;Banco de Galicia;Caja de Ahorro 001;USD;4166,36;Ingreso
14/11/24;Banco Naci—n;Caja de Ahorro 001;USD;1272,44;Ingreso
27/6/24;Banco de Galicia;Caja de Ahorro 456;USD;-2257,34;Egreso
5/4/24;Banco de Galicia;Cuenta Corriente 789;ARS;-1488,95;Egreso
20/8/24;Banco Santander;Cuenta Corriente 789;EUR;-1266,83;Egreso
24/5/24;Banco de Galicia;Cuenta Corriente 123;USD;-1283,44;Egreso
9/6/24;Banco de Galicia;Caja de Ahorro 001;USD;-646,79;Egreso
14/8/24;Banco Galicia;Caja de Ahorro 456;EUR;131,15;Ingreso
22/9/24;Banco BBVA;Cuenta Corriente 123;EUR;-706,11;Egreso
25/10/24;Banco Santander;Caja de Ahorro 001;USD;-1028,27;Egreso
21/11/24;Banco Macro;Cuenta Corriente 123;EUR;-2483,62;Egreso
4/2/24;Banco Nacion;Cuenta Corriente 123;USD;2409,59;Ingreso
2/7/24;Banco Macro;Caja de Ahorro 001;EUR;411,78;Ingreso
8/4/24;Banco de Galicia;Caja de Ahorro 456;ARS;-2156,28;Egreso
8/11/24;Banco Santander;Caja de Ahorro 001;USD;-1898,28;Egreso
21/10/24;Banco de Galicia;Caja de Ahorro 456;USD;-1574,63;Egreso
4/9/24;Banco Galicia;Cuenta Corriente 123;EUR;2334,53;Ingreso
25/9/24;Banco Macro;Caja de Ahorro 001;ARS;3387,72;Ingreso
11/8/24;Banco BBVA;Cuenta Corriente 123;EUR;-2178,56;Egreso
5/8/24;Banco Macro;Cuenta Corriente 123;ARS;3194,54;Ingreso
24/4/24;Banco Santander;Cuenta Corriente 789;USD;143,43;Ingreso
31/1/24;Banco de Galicia;Cuenta Corriente 123;USD;3968,82;Ingreso
28/12/24;Banco de Galicia;Cuenta Corriente 123;ARS;4198,84;Ingreso
24/12/24;Banco Santander;Caja de Ahorro 456;USD;-870,89;Egreso
10/6/24;Banco Macro;Cuenta Corriente 123;ARS;-997,7;Egreso
9/7/24;Banco Nacion;Cuenta Corriente 123;USD;2786,21;Ingreso
27/8/24;Banco Santander;Caja de Ahorro 456;ARS;-747,66;Egreso
6/8/24;Banco Santander;Cuenta Corriente 123;ARS;-2201,67;Egreso
14/8/24;Banco BBVA;Caja de Ahorro 456;ARS;-160,75;Egreso
24/9/24;Banco Santander;Caja de Ahorro 001;USD;1565,55;Ingreso
24/4/24;Banco de Galicia;Caja de Ahorro 001;USD;-1858,16;Egreso
30/4/24;Banco Naci—n;Caja de Ahorro 456;EUR;-2071,07;Egreso
30/4/24;Banco Santander;Caja de Ahorro 456;USD;-867,63;Egreso
24/12/24;Banco Nacion;Cuenta Corriente 123;ARS;3399,83;Ingreso
11/7/24;Banco Macro;Caja de Ahorro 001;USD;-374,23;Egreso
14/10/24;Banco Macro;Caja de Ahorro 456;USD;-616,74;Egreso
25/9/24;Banco Naci—n;Caja de Ahorro 456;EUR;-1238,97;Egreso
20/1/24;Banco Macro;Cuenta Corriente 789;EUR;-1831,83;Egreso
6/3/24;Banco Santander;Caja de Ahorro 456;ARS;-1399,85;Egreso
8/9/24;Banco BBVA;Cuenta Corriente 789;EUR;-895,84;Egreso
6/3/24;Banco Naci—n;Caja de Ahorro 001;ARS;-1372,67;Egreso
12/5/24;Banco Macro;Cuenta Corriente 789;ARS;3648,13;Ingreso
9/1/24;Banco de Galicia;Cuenta Corriente 123;ARS;-684,11;Egreso
7/10/24;Banco BBVA;Cuenta Corriente 789;USD;-2436,57;Egreso
7/10/24;Banco Naci—n;Caja de Ahorro 001;USD;759,98;Ingreso
27/7/24;Banco de Galicia;Caja de Ahorro 001;ARS;1337,42;Ingreso
21/2/24;Banco Macro;Cuenta Corriente 789;ARS;-1679,69;Egreso
5/10/24;Banco BBVA;Caja de Ahorro 001;USD;-1507,43;Egreso
23/9/24;Banco Santander;Caja de Ahorro 001;EUR;2456,15;Ingreso
29/1/24;Banco Naci—n;Caja de Ahorro 001;ARS;-488,91;Egreso
24/7/24;Banco Santander;Cuenta Corriente 123;EUR;-694,37;Egreso
8/5/24;Banco de Galicia;Caja de Ahorro 001;ARS;1058,25;Ingreso
29/7/24;Banco Santander;Cuenta Corriente 123;USD;-269,18;Egreso
13/3/24;Banco BBVA;Caja de Ahorro 456;ARS;-1362,79;Egreso
27/2/24;Banco de Galicia;Cuenta Corriente 123;USD;4621,21;Ingreso
1/3/24;Banco Macro;Caja de Ahorro 456;USD;-1864,02;Egreso
11/12/24;Banco Naci—n;Cuenta Corriente 789;EUR;-1237,15;Egreso
17/12/24;Banco Macro;Caja de Ahorro 456;USD;2488,17;Ingreso
13/2/24;Banco BBVA;Cuenta Corriente 789;EUR;-2137,6;Egreso
28/3/24;Banco de Galicia;Cuenta Corriente 789;USD;-1391,47;Egreso
14/5/24;Banco BBVA;Cuenta Corriente 123;USD;-1085,34;Egreso
6/11/24;Banco BBVA;Cuenta Corriente 789;USD;-653,46;Egreso
10/11/24;Banco BBVA;Cuenta Corriente 123;ARS;-127,9;Egreso
5/2/24;Banco BBVA;Cuenta Corriente 123;ARS;3666,08;Ingreso
10/9/24;Banco de Galicia;Caja de Ahorro 001;ARS;3868,87;Ingreso
21/4/24;Banco Macro;Caja de Ahorro 001;EUR;-961,75;Egreso
14/12/24;Banco BBVA;Caja de Ahorro 001;EUR;4706,81;Ingreso
7/7/24;Banco Santander;Caja de Ahorro 456;USD;-1129,3;Egreso
13/10/24;Banco Santander;Cuenta Corriente 789;EUR;4753,91;Ingreso
20/1/24;Banco Galicia;Caja de Ahorro 456;EUR;-2135,55;Egreso
25/10/24;Banco Macro;Caja de Ahorro 456;EUR;4342,62;Ingreso
18/10/24;Banco Santander;Cuenta Corriente 123;USD;-1345,47;Egreso
13/4/24;Banco de Galicia;Caja de Ahorro 001;ARS;-1994,22;Egreso
27/3/24;Banco Macro;Cuenta Corriente 789;ARS;-954,86;Egreso
3/11/24;Banco Macro;Cuenta Corriente 789;ARS;3287,7;Ingreso
14/10/24;Banco Macro;Caja de Ahorro 456;USD;4476,66;Ingreso
21/8/24;Banco Santander;Caja de Ahorro 456;ARS;2974,13;Ingreso
16/11/24;Banco Naci—n;Cuenta Corriente 789;ARS;1543,83;Ingreso
12/6/24;Banco BBVA;Cuenta Corriente 789;ARS;-1448,69;Egreso
23/8/24;Banco Naci—n;Cuenta Corriente 789;ARS;-2483,32;Egreso
31/5/24;Banco Macro;Cuenta Corriente 789;USD;-688,71;Egreso
21/9/24;Banco Macro;Caja de Ahorro 001;USD;362,09;Ingreso
14/1/24;Banco BBVA;Cuenta Corriente 123;ARS;-1037,29;Egreso
30/10/24;Banco Macro;Cuenta Corriente 123;EUR;-2289,25;Egreso
24/12/24;Banco Santander;Cuenta Corriente 123;ARS;2836,71;Ingreso
4/3/24;Banco BBVA;Cuenta Corriente 789;USD;-2366,15;Egreso
23/12/24;Banco BBVA;Caja de Ahorro 001;ARS;-1336,91;Egreso
10/2/24;Banco BBVA;Cuenta Corriente 123;EUR;2347,73;Ingreso
8/10/24;Banco BBVA;Cuenta Corriente 789;ARS;-2316,97;Egreso
11/1/24;Banco Galicia;Cuenta Corriente 789;EUR;1654,69;Ingreso
3/4/24;Banco Santander;Cuenta Corriente 789;USD;-1307,16;Egreso
24/12/24;Banco Santander;Caja de Ahorro 456;USD;4008,1;Ingreso
9/3/24;Banco Macro;Caja de Ahorro 001;ARS;-156,04;Egreso
3/5/24;Banco Naci—n;Cuenta Corriente 789;USD;-2018,18;Egreso
22/1/24;Banco BBVA;Caja de Ahorro 001;EUR;1060,02;Ingreso
29/1/24;Banco BBVA;Cuenta Corriente 123;ARS;2630,22;Ingreso
21/3/24;Banco Macro;Cuenta Corriente 789;USD;-496,41;Egreso
17/12/24;Banco Naci—n;Caja de Ahorro 456;EUR;-486,62;Egreso
5/10/24;Banco Galicia;Caja de Ahorro 001;EUR;-586,59;Egreso
30/12/24;Banco Naci—n;Caja de Ahorro 001;EUR;1612,94;Ingreso
28/3/24;Banco Macro;Caja de Ahorro 001;USD;1761,09;Ingreso
25/9/24;Banco de Galicia;Cuenta Corriente 123;ARS;-2247,14;Egreso
11/1/24;Banco BBVA;Caja de Ahorro 001;EUR;-1009,42;Egreso
26/6/24;Banco Nacion;Cuenta Corriente 123;EUR;2087,72;Ingreso
28/2/24;Banco Galicia;Caja de Ahorro 001;EUR;-2479,42;Egreso
29/1/24;Banco Santander;Cuenta Corriente 123;USD;-695,12;Egreso
21/2/24;Banco Naci—n;Caja de Ahorro 001;USD;-718;Egreso
21/3/24;Banco de Galicia;Cuenta Corriente 123;USD;4073,87;Ingreso
22/3/24;Banco Galicia;Cuenta Corriente 123;EUR;1370,66;Ingreso
25/7/24;Banco Macro;Caja de Ahorro 456;USD;2376,08;Ingreso
5/1/24;Banco Santander;Cuenta Corriente 123;USD;-1723,21;Egreso
12/4/24;Banco Galicia;Cuenta Corriente 789;EUR;-643,51;Egreso
5/8/24;Banco BBVA;Caja de Ahorro 456;ARS;4432,67;Ingreso
20/2/24;Banco de Galicia;Caja de Ahorro 456;ARS;4575,43;Ingreso
2/11/24;Banco Santander;Caja de Ahorro 001;USD;-124,2;Egreso
30/1/24;Banco Naci—n;Caja de Ahorro 001;USD;-1229,72;Egreso
29/4/24;Banco BBVA;Cuenta Corriente 123;ARS;-1628,98;Egreso
5/9/24;Banco Santander;Caja de Ahorro 456;USD;3711,86;Ingreso
2/10/24;Banco Nacion;Cuenta Corriente 123;ARS;-69,72;Egreso
5/5/24;Banco Galicia;Cuenta Corriente 123;EUR;2305,45;Ingreso
6/9/24;Banco Santander;Cuenta Corriente 789;USD;3370;Ingreso
18/5/24;Banco Macro;Cuenta Corriente 789;USD;-2242,88;Egreso
24/10/24;Banco Galicia;Caja de Ahorro 001;EUR;2102,17;Ingreso
16/11/24;Banco Santander;Cuenta Corriente 123;EUR;-1024,08;Egreso
10/12/24;Banco BBVA;Caja de Ahorro 456;USD;-470,15;Egreso
17/3/24;Banco Macro;Caja de Ahorro 456;EUR;675,02;Ingreso
15/1/24;Banco Macro;Caja de Ahorro 001;ARS;4204,5;Ingreso
6/11/24;Banco de Galicia;Cuenta Corriente 123;ARS;1566,75;Ingreso
28/11/24;Banco Naci—n;Caja de Ahorro 001;USD;3620,78;Ingreso
9/11/24;Banco Santander;Caja de Ahorro 456;ARS;-1824,19;Egreso
13/10/24;Banco Santander;Caja de Ahorro 001;ARS;-1725;Egreso
6/11/24;Banco Santander;Cuenta Corriente 789;ARS;1124,03;Ingreso
9/11/24;Banco Macro;Caja de Ahorro 456;USD;-1604,01;Egreso
10/9/24;Banco Macro;Caja de Ahorro 456;ARS;-478,7;Egreso
15/8/24;Banco Naci—n;Cuenta Corriente 789;ARS;-1726,88;Egreso
25/5/24;Banco Santander;Cuenta Corriente 123;USD;2389,93;Ingreso
5/8/24;Banco Santander;Cuenta Corriente 123;USD;3751,88;Ingreso
13/11/24;Banco Galicia;Cuenta Corriente 789;EUR;-533,58;Egreso
1/8/24;Banco Macro;Cuenta Corriente 123;USD;-157,83;Egreso
8/11/24;Banco Naci—n;Caja de Ahorro 001;EUR;-826,62;Egreso
5/7/24;Banco Galicia;Cuenta Corriente 123;EUR;-1620,28;Egreso
14/8/24;Banco Macro;Cuenta Corriente 789;USD;3172,94;Ingreso
19/12/24;Banco Macro;Caja de Ahorro 001;EUR;-2155,97;Egreso
29/8/24;Banco Santander;Cuenta Corriente 123;EUR;-1672,67;Egreso
10/5/24;Banco Galicia;Caja de Ahorro 456;EUR;3039,97;Ingreso
1/10/24;Banco BBVA;Cuenta Corriente 789;EUR;1408,57;Ingreso
13/7/24;Banco de Galicia;Cuenta Corriente 123;USD;-1349,85;Egreso
17/3/24;Banco Macro;Caja de Ahorro 001;EUR;-687,39;Egreso
28/10/24;Banco Santander;Cuenta Corriente 123;USD;-1921,11;Egreso
7/1/24;Banco Nacion;Cuenta Corriente 123;EUR;-600,06;Egreso
14/9/24;Banco Galicia;Caja de Ahorro 456;EUR;2175,03;Ingreso
18/7/24;Banco Macro;Caja de Ahorro 001;USD;1162,35;Ingreso
2/2/24;Banco de Galicia;Cuenta Corriente 789;USD;-1418,65;Egreso
